house_id,purchase_price,%_change_between_offer_and_purchase,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%
1243023,340000,0,3.25,2.42,6.69
1243054,759124,0,3.25,2.42,6.69
1243085,3995000,0,3.25,2.42,6.69
1243101,415000,0,3.25,2.42,6.69
1243069,2494000,0,3.25,2.42,6.69
1243086,700000,0,3.25,2.42,6.69
1243067,500000,0,3.25,2.42,6.69
1243061,2018953,0,3.25,2.42,6.69
1243031,2925000,0,3.25,2.42,6.69
1243020,1350000,0,3.25,2.42,6.69
1243244,527361,0,3.25,2.42,6.69
1243187,1250000,0,3.25,2.42,6.69
1243140,385000,0,3.25,2.42,6.69
1243168,2200000,0,3.25,2.42,6.69
1243196,1525000,0,3.25,2.42,6.69
1243142,975000,0,3.25,2.42,6.69
1243151,290000,0,3.25,2.42,6.69
1243193,455000,0,3.25,2.42,6.69
1243197,1185000,0,3.25,2.42,6.69
1243239,335000,0,3.25,2.42,6.69
1243348,865000,0,3.25,2.42,6.69
1243265,883869,0,3.25,2.42,6.69
1243355,608000,0,3.25,2.42,6.69
1243351,860000,0,3.25,2.42,6.69
1243264,550000,0,3.25,2.42,6.69
1243316,765000,0,3.25,2.42,6.69
1243319,1245000,0,3.25,2.42,6.69
1243340,470000,0,3.25,2.42,6.69
1243452,1375000,0,3.25,2.42,6.69
1243375,3100000,0,3.25,2.42,6.69
1243461,520200,0,3.25,2.42,6.69
1243404,975000,0,3.25,2.42,6.69
1243459,1875000,0,3.25,2.42,6.69
1243418,637500,0,3.25,2.42,6.69
1243401,900000,0,3.25,2.42,6.69
1243388,1160000,0,3.25,2.42,6.69
1243528,899000,0,3.25,2.42,6.69
1243597,1073900,0,3.25,2.42,6.69
1243542,10500000,0,3.25,2.42,6.69
1243642,425000,0,3.25,2.42,6.69
1243547,1133854,0,3.25,2.42,6.69
1243530,940000,0,3.25,2.42,6.69
1243557,320000,0,3.25,2.42,6.69
1243554,550000,0,3.25,2.42,6.69
1243658,1650000,0,3.25,2.42,6.69
1243479,1100000,0,3.25,2.42,6.69
1243680,870000,0,3.25,2.42,6.69
1243675,280000,0,3.25,2.42,6.69
1243710,753000,0,3.25,2.42,6.69
1243719,760000,0,3.25,2.42,6.69
1243809,485000,0,3.25,2.42,6.69
1243791,770000,0,3.25,2.42,6.69
1243760,375000,0,3.25,2.42,6.69
1243753,335480,0,3.25,2.42,6.69
1243727,1735000,0,3.25,2.42,6.69
1243730,1320000,0,3.25,2.42,6.69
1243785,530000,0,3.25,2.42,6.69
1243745,756000,0,3.25,2.42,6.69
1243891,2450000,0,3.25,2.42,6.69
1244036,4621875,0,3.25,2.42,6.69
1243835,1325000,0,3.25,2.42,6.69
1243844,4621875,0,3.25,2.42,6.69
1243852,565380,0,3.25,2.42,6.69
1243946,360000,0,3.25,2.42,6.69
1243973,1525000,0,3.25,2.42,6.69
1243927,1262740,0,3.25,2.42,6.69
1243960,445000,0,3.25,2.42,6.69
1243853,1738363,0,3.25,2.42,6.69
1243843,4621875,0,3.25,2.42,6.69
1243897,767770,0,3.25,2.42,6.69
1243916,4621875,0,3.25,2.42,6.69
1243966,1125000,0,3.25,2.42,6.69
1243901,815566,0,3.25,2.42,6.69
1243972,1675000,0,3.25,2.42,6.69
1243986,648000,0,3.25,2.42,6.69
1244084,504238,0,3.25,2.42,6.69
1244053,375000,0,3.25,2.42,6.69
1244102,1450000,0,3.25,2.42,6.69
1244135,1815000,0,3.25,2.42,6.69
1244123,985000,0,3.25,2.42,6.69
1244051,950000,0,3.25,2.42,6.69
1244048,2677500,0,3.25,2.42,6.69
1244232,575000,0,3.25,2.42,6.69
1244145,1675000,0,3.25,2.42,6.69
1244206,950000,0,3.25,2.42,6.69
1244153,1545000,0,3.25,2.42,6.69
1244182,775000,0,3.25,2.42,6.69
1244143,4150000,0,3.25,2.42,6.69
1244289,386355,0,3.25,2.42,6.69
1244276,830000,0,3.25,2.42,6.69
1244311,451351,0,3.25,2.42,6.69
1244285,2050000,0,3.25,2.42,6.69
1244250,549192,0,3.25,2.42,6.69
1244282,2050000,0,3.25,2.42,6.69
1244262,950000,0,3.25,2.42,6.69
1244385,754349,0,3.25,2.42,6.69
1244410,1400000,0,3.25,2.42,6.69
1244418,1045000,0,3.25,2.42,6.69
1244450,675000,0,3.25,2.42,6.69
1244441,2795000,0,3.25,2.42,6.69
1244448,730000,0,3.25,2.42,6.69
1244527,540000,0,3.25,2.42,6.69
1244562,590000,0,3.25,2.42,6.69
1244475,3000000,0,3.25,2.42,6.69
1244474,491447,0,3.25,2.42,6.69
1244523,500000,0,3.25,2.42,6.69
1244468,3100000,0,3.25,2.42,6.69
1244540,977500,0,3.25,2.42,6.69
1244598,1340000,0,3.25,2.42,6.69
1244616,425000,0,3.25,2.42,6.69
1244646,295000,0,3.25,2.42,6.69
1244597,1200000,0,3.25,2.42,6.69
1244625,400000,0,3.25,2.42,6.69
1244580,1800000,0,3.25,2.42,6.69
1244658,1225000,0,3.25,2.42,6.69
1244641,330000,0,3.25,2.42,6.69
1244655,1285000,0,3.25,2.42,6.69
1244573,470000,0,3.25,2.42,6.69
1244736,605000,0,3.25,2.42,6.69
1244751,1166320,0,3.25,2.42,6.69
1244698,1940000,0,3.25,2.42,6.69
1244729,1525867,0,3.25,2.42,6.69
1244704,1325000,0,3.25,2.42,6.69
1244782,3500000,0,3.25,2.42,6.69
1244809,660000,0,3.25,2.42,6.69
1244781,1500000,0,3.25,2.42,6.69
1244832,1475000,0,3.25,2.42,6.69
1244857,495000,0,3.25,2.42,6.69
1244962,2350000,0,3.25,2.42,6.69
1244919,765000,0,3.25,2.42,6.69
1244936,675000,0,3.25,2.42,6.69
1244903,550000,0,3.25,2.42,6.69
1244864,1795000,0,3.25,2.42,6.69
1244920,870000,0,3.25,2.42,6.69
1244947,1450000,0,3.25,2.42,6.69
1244982,975000,0,3.25,2.42,6.69
1245064,840000,0,3.25,2.42,6.69
1245077,2864000,0,3.25,2.42,6.69
1245067,860000,0,3.25,2.42,6.69
1245076,855000,0,3.25,2.42,6.69
1245022,745000,0,3.25,2.42,6.69
1245029,1000000,0,3.25,2.42,6.69
1245053,350000,0,3.25,2.42,6.69
1245073,400000,0,3.25,2.42,6.69
1245116,595000,0,3.25,2.42,6.69
1245185,1600000,0,3.25,2.42,6.69
1245225,420000,0,3.25,2.42,6.69
1245191,626967,0,3.25,2.42,6.69
1245188,2207942,0,3.25,2.42,6.69
1245117,685000,0,3.25,2.42,6.69
1245132,1095000,0,3.25,2.42,6.69
1245205,1250000,0,3.25,2.42,6.69
1245104,1295000,0,3.25,2.42,6.69
1245155,2560000,0,3.25,2.42,6.69
1245297,350000,0,3.25,2.42,6.69
1245243,1654733,0,3.25,2.42,6.69
1245293,1535000,0,3.25,2.42,6.69
1245334,915730,0,3.25,2.42,6.69
1245339,1895000,0,3.25,2.42,6.69
1245406,3300000,0,3.25,2.42,6.69
1245402,2045000,0,3.25,2.42,6.69
1245426,1400000,0,3.25,2.42,6.69
1245325,390000,0,3.25,2.42,6.69
1245377,3300000,0,3.25,2.42,6.69
1245545,375000,0,3.25,2.42,6.69
1245552,893600,0,3.25,2.42,6.69
1245477,1220000,0,3.25,2.42,6.69
1245457,895000,0,3.25,2.42,6.69
1245439,375000,0,3.25,2.42,6.69
1245473,1418000,0,3.25,2.42,6.69
1245559,1694000,0,3.25,2.42,6.69
1245557,1159526,0,3.25,2.42,6.69
1245540,1183500,0,3.25,2.42,6.69
1245482,1340000,0,3.25,2.42,6.69
1245435,1600000,0,3.25,2.42,6.69
1245609,1362252,0,3.25,2.42,6.69
1245630,1124806,0,3.25,2.42,6.69
1245651,1595000,0,3.25,2.42,6.69
1245656,1193523,0,3.25,2.42,6.69
1245740,900000,0,3.25,2.42,6.69
1245778,530000,0,3.25,2.42,6.69
1245714,1160000,0,3.25,2.42,6.69
1245728,494098,0,3.25,2.42,6.69
1245753,1150000,0,3.25,2.42,6.69
1245711,1534500,0,3.25,2.42,6.69
1245867,840000,0,3.25,2.42,6.69
1245812,1200000,0,3.25,2.42,6.69
1245809,1100000,0,3.25,2.42,6.69
1245798,1317500,0,3.25,2.42,6.69
1245912,816651,0,3.25,2.42,6.69
1245906,995000,0,3.25,2.42,6.69
1245907,1000000,0,3.25,2.42,6.69
1245881,1275000,0,3.25,2.42,6.69
1245883,1000000,0,3.25,2.42,6.69
1246018,2454768,0,3.25,2.42,6.69
1246072,695000,0,3.25,2.42,6.69
1245992,1889623,0,3.25,2.42,6.69
1246066,772524,0,3.25,2.42,6.69
1245978,840000,0,3.25,2.42,6.69
1246041,1550000,0,3.25,2.42,6.69
1246065,2495186,0,3.25,2.42,6.69
1246031,2400000,0,3.25,2.42,6.69
1245996,1000000,0,3.25,2.42,6.69
1245982,1300000,0,3.25,2.42,6.69
1246092,1095000,0,3.25,2.42,6.69
1246081,399500,0,3.25,2.42,6.69
1246082,350000,0,3.25,2.42,6.69
1246132,1388732,0,3.25,2.42,6.69
1246115,2300000,0,3.25,2.42,6.69
1246122,636766,0,3.25,2.42,6.69
1246137,795000,0,3.25,2.42,6.69
1246135,570000,0,3.25,2.42,6.69
1246185,671129,0,3.25,2.42,6.69
1246151,640000,0,3.25,2.42,6.69
1246176,870000,0,3.25,2.42,6.69
1246168,2100000,0,3.25,2.42,6.69
1246155,700000,0,3.25,2.42,6.69
1246215,525000,0,3.25,2.42,6.69
1246232,980000,0,3.25,2.42,6.69
1246367,668000,0,3.25,2.42,6.69
1246337,1235000,0,3.25,2.42,6.69
1246394,5450000,0,3.25,2.42,6.69
1246386,795000,0,3.25,2.42,6.69
1246326,595000,0,3.25,2.42,6.69
1246344,880961,0,3.25,2.42,6.69
1246362,1837831,0,3.25,2.42,6.69
1246304,1052259,0,3.25,2.42,6.69
1246338,1358692,0,3.25,2.42,6.69
1246369,1525000,0,3.25,2.42,6.69
1246430,595000,0,3.25,2.42,6.69
1246418,1145000,0,3.25,2.42,6.69
1246506,875000,0,3.25,2.42,6.69
1246542,1725000,0,3.25,2.42,6.69
1246532,4500000,0,3.25,2.42,6.69
1246509,1525000,0,3.25,2.42,6.69
1246500,882902,0,3.25,2.42,6.69
1246476,2125000,0,3.25,2.42,6.69
1246468,1275000,0,3.25,2.42,6.69
1246695,4000000,0,3.25,2.42,6.69
1246624,395000,0,3.25,2.42,6.69
1246680,635000,0,3.25,2.42,6.69
1246670,935000,0,3.25,2.42,6.69
1246650,1600000,0,3.25,2.42,6.69
1246606,1175000,0,3.25,2.42,6.69
1246636,440000,0,3.25,2.42,6.69
1246767,545289,0,3.25,2.42,6.69
1246708,1848000,0,3.25,2.42,6.69
1246744,1233000,0,3.25,2.42,6.69
1246725,808670,0,3.25,2.42,6.69
1246706,1195000,0,3.25,2.42,6.69
1246763,383000,0,3.25,2.42,6.69
1246756,1595000,0,3.25,2.42,6.69
1246713,536006,0,3.25,2.42,6.69
1246795,1125000,0,3.25,2.42,6.69
1246835,1487000,0,3.25,2.42,6.69
1246870,1300000,0,3.25,2.42,6.69
1246804,515000,0,3.25,2.42,6.69
1246853,550000,0,3.25,2.42,6.69
1246808,1400000,0,3.25,2.42,6.69
1246816,2036000,0,3.25,2.42,6.69
1246868,448250,0,3.25,2.42,6.69
1246824,1265000,0,3.25,2.42,6.69
1246884,1845000,0,3.25,2.42,6.69
1246988,744584,0,3.25,2.42,6.69
1246893,550000,0,3.25,2.42,6.69
1246952,595000,0,3.25,2.42,6.69
1246929,1400000,0,3.25,2.42,6.69
1246930,807462,0,3.25,2.42,6.69
1246983,3000000,0,3.25,2.42,6.69
1247086,2100000,0,3.25,2.42,6.69
1247022,725000,0,3.25,2.42,6.69
1247003,342712,0,3.25,2.42,6.69
1247024,2485000,0,3.25,2.42,6.69
1247058,795000,0,3.25,2.42,6.69
1247101,475000,0,3.25,2.42,6.69
1247063,1590625,0,3.25,2.42,6.69
1247040,2350000,0,3.25,2.42,6.69
1247139,1025000,0,3.25,2.42,6.69
1247122,325000,0,3.25,2.42,6.69
1247185,525000,0,3.25,2.42,6.69
1247165,1784500,0,3.25,2.42,6.69
1247276,1194000,0,3.25,2.42,6.69
1247216,1554000,0,3.25,2.42,6.69
1247301,2645674,0,3.25,2.42,6.69
1247260,654636,0,3.25,2.42,6.69
1247259,735000,0,3.25,2.42,6.69
1247297,510000,0,3.25,2.42,6.69
1247205,1194000,0,3.25,2.42,6.69
1247343,2000000,0,3.25,2.42,6.69
1247358,778000,0,3.25,2.42,6.69
1247412,735000,0,3.25,2.42,6.69
1247406,1200000,0,3.25,2.42,6.69
1247422,1550000,0,3.25,2.42,6.69
1247449,545000,0,3.25,2.42,6.69
1247497,1250000,0,3.25,2.42,6.69
1247440,1780000,0,3.25,2.42,6.69
1247457,1100000,0,3.25,2.42,6.69
1247558,660000,0,3.25,2.42,6.69
1247516,1200000,0,3.25,2.42,6.69
1247502,6400000,0,3.25,2.42,6.69
1247481,1575000,0,3.25,2.42,6.69
1247533,2050000,0,3.25,2.42,6.69
1247513,2500000,0,3.25,2.42,6.69
1247588,2028200,0,3.25,2.42,6.69
1247653,907853,0,3.25,2.42,6.69
1247644,1910699,0,3.25,2.42,6.69
1247600,2010000,0,3.25,2.42,6.69
1247626,1025000,0,3.25,2.42,6.69
1247609,1050000,0,3.25,2.42,6.69
1247584,1400000,0,3.25,2.42,6.69
1247776,575000,0,3.25,2.42,6.69
1247703,1002583,0,3.25,2.42,6.69
1247825,453000,0,3.25,2.42,6.69
1247837,2850000,0,3.25,2.42,6.69
1247663,815000,0,3.25,2.42,6.69
1247824,2850000,0,3.25,2.42,6.69
1247697,782434,0,3.25,2.42,6.69
1247878,1775050,0,3.25,2.42,6.69
1247872,315000,0,3.25,2.42,6.69
1247931,5150000,0,3.25,2.42,6.69
1247927,1650000,0,3.25,2.42,6.69
1247943,600000,0,3.25,2.42,6.69
1248023,1000000,0,3.25,2.42,6.69
1247971,413725,0,3.25,2.42,6.69
1248029,1600000,0,3.25,2.42,6.69
1248038,3000000,0,3.25,2.42,6.69
1248014,1525000,0,3.25,2.42,6.69
1247975,340000,0,3.25,2.42,6.69
1248058,1385000,0,3.25,2.42,6.69
1247978,720000,0,3.25,2.42,6.69
1248035,1636250,0,3.25,2.42,6.69
1247986,1294966,0,3.25,2.42,6.69
1248053,505000,0,3.25,2.42,6.69
1248022,548000,0,3.25,2.42,6.69
1248141,2250000,0,3.25,2.42,6.69
1248184,750000,0,3.25,2.42,6.69
1248127,670000,0,3.25,2.42,6.69
1248156,580000,0,3.25,2.42,6.69
1248174,525000,0,3.25,2.42,6.69
1248249,1325000,0,3.25,2.42,6.69
1248259,4150000,0,3.25,2.42,6.69
1248098,815000,0,3.25,2.42,6.69
1248175,800000,0,3.25,2.42,6.69
1248133,440000,0,3.25,2.42,6.69
1248146,1950000,0,3.25,2.42,6.69
1248236,440000,0,3.25,2.42,6.69
1248089,2400000,0,3.25,2.42,6.69
1248162,3550000,0,3.25,2.42,6.69
1248303,1325000,0,3.25,2.42,6.69
1248343,1222500,0,3.25,2.42,6.69
1248333,1200000,0,3.25,2.42,6.69
1248367,707812,0,3.25,2.42,6.69
1248386,380841,0,3.25,2.42,6.69
1248381,330000,0,3.25,2.42,6.69
1248420,1033587,0,3.25,2.42,6.69
1248459,1900000,0,3.25,2.42,6.69
1248519,1049714,0,3.25,2.42,6.69
1248514,857783,0,3.25,2.42,6.69
1248515,871883,0,3.25,2.42,6.69
1248409,1290000,0,3.25,2.42,6.69
1248534,588000,0,3.25,2.42,6.69
1248416,525000,0,3.25,2.42,6.69
1248480,850000,0,3.25,2.42,6.69
1248662,1500000,0,3.25,2.42,6.69
1248584,2250000,0,3.25,2.42,6.69
1248595,500000,0,3.25,2.42,6.69
1248592,382500,0,3.25,2.42,6.69
1248645,1475000,0,3.25,2.42,6.69
1248651,475000,0,3.25,2.42,6.69
1248589,300000,0,3.25,2.42,6.69
1248574,2275000,0,3.25,2.42,6.69
1248718,1850000,0,3.25,2.42,6.69
1248734,900000,0,3.25,2.42,6.69
1248726,1744227,0,3.25,2.42,6.69
1248703,1237000,0,3.25,2.42,6.69
1248856,290000,0,3.25,2.42,6.69
1248891,2150000,0,3.25,2.42,6.69
1248874,1169012,0,3.25,2.42,6.69
1248822,300000,0,3.25,2.42,6.69
1248893,2225000,0,3.25,2.42,6.69
1248951,539000,0,3.25,2.42,6.69
1249018,570000,0,3.25,2.42,6.69
1249000,975000,0,3.25,2.42,6.69
1248931,313211,0,3.25,2.42,6.69
1248920,390000,0,3.25,2.42,6.69
1249031,970000,0,3.25,2.42,6.69
1249134,698238,0,3.25,2.42,6.69
1249144,675000,0,3.25,2.42,6.69
1249145,450000,0,3.25,2.42,6.69
1249049,1700000,0,3.25,2.42,6.69
1249097,858000,0,3.25,2.42,6.69
1249121,2405000,0,3.25,2.42,6.69
1249147,631500,0,3.25,2.42,6.69
1249107,935000,0,3.25,2.42,6.69
1249074,325000,0,3.25,2.42,6.69
1249176,450000,0,3.25,2.42,6.69
1249237,900000,0,3.25,2.42,6.69
1249199,850000,0,3.25,2.42,6.69
1249278,595000,0,3.25,2.42,6.69
1249222,457000,0,3.25,2.42,6.69
1249271,1400000,0,3.25,2.42,6.69
1249233,1950000,0,3.25,2.42,6.69
1249273,601000,0,3.25,2.42,6.69
1249227,411692,0,3.25,2.42,6.69
1249192,2107412,0,3.25,2.42,6.69
1249290,910000,0,3.25,2.42,6.69
1249248,595000,0,3.25,2.42,6.69
1249275,1400000,0,3.25,2.42,6.69
1249211,2323333,0,3.25,2.42,6.69
1249219,675000,0,3.25,2.42,6.69
1249234,925000,0,3.25,2.42,6.69
1249289,500000,0,3.25,2.42,6.69
1249241,1935000,0,3.25,2.42,6.69
1249177,486690,0,3.25,2.42,6.69
1249364,895000,0,3.25,2.42,6.69
1249360,4900000,0,3.25,2.42,6.69
1249361,1795000,0,3.25,2.42,6.69
1249319,935000,0,3.25,2.42,6.69
1249371,1085000,0,3.25,2.42,6.69
1249343,950000,0,3.25,2.42,6.69
1249423,1095000,0,3.25,2.42,6.69
1249430,625000,0,3.25,2.42,6.69
1249412,1050000,0,3.25,2.42,6.69
1249463,900000,0,3.25,2.42,6.69
1249491,400000,0,3.25,2.42,6.69
1249469,910000,0,3.25,2.42,6.69
1249587,727500,0,3.25,2.42,6.69
1249537,360000,0,3.25,2.42,6.69
1249609,7400000,0,3.25,2.42,6.69
1249629,1345000,0,3.25,2.42,6.69
1249527,860000,0,3.25,2.42,6.69
1249568,625000,0,3.25,2.42,6.69
1249596,3000000,0,3.25,2.42,6.69
1249567,1095000,0,3.25,2.42,6.69
1249511,755000,0,3.25,2.42,6.69
1249500,1850000,0,3.25,2.42,6.69
1249673,386750,0,3.25,2.42,6.69
1249692,550000,0,3.25,2.42,6.69
1249658,852000,0,3.25,2.42,6.69
1249735,1425000,0,3.25,2.42,6.69
1249743,1145000,0,3.25,2.42,6.69
1249702,2950000,0,3.25,2.42,6.69
1249641,979485,0,3.25,2.42,6.69
1249838,2250000,0,3.25,2.42,6.69
1249860,338740,0,3.25,2.42,6.69
1249790,800000,0,3.25,2.42,6.69
1249872,930000,0,3.25,2.42,6.69
1249869,2060000,0,3.25,2.42,6.69
1249815,1425000,0,3.25,2.42,6.69
1249828,5093687,0,3.25,2.42,6.69
1249768,655000,0,3.25,2.42,6.69
1249779,1120000,0,3.25,2.42,6.69
1249789,450000,0,3.25,2.42,6.69
1249856,1445316,0,3.25,2.42,6.69
1249969,1700000,0,3.25,2.42,6.69
1249889,2550000,0,3.25,2.42,6.69
1249967,405000,0,3.25,2.42,6.69
1249951,1075000,0,3.25,2.42,6.69
1249970,1465000,0,3.25,2.42,6.69
1249920,640000,0,3.25,2.42,6.69
1249964,1495000,0,3.25,2.42,6.69
1250042,750000,0,3.25,2.42,6.69
1250028,1044000,0,3.25,2.42,6.69
1249991,1163968,0,3.25,2.42,6.69
1250007,1588236,0,3.25,2.42,6.69
1250022,800000,0,3.25,2.42,6.69
1249987,1500000,0,3.25,2.42,6.69
1250010,2474000,0,3.25,2.42,6.69
1250024,900000,0,3.25,2.42,6.69
1250109,450000,0,3.25,2.42,6.69
1250125,900000,0,3.25,2.42,6.69
1249994,1313000,0,3.25,2.42,6.69
1250023,1875000,0,3.25,2.42,6.69
1250147,272000,0,3.25,2.42,6.69
1250165,425000,0,3.25,2.42,6.69
1250167,800000,0,3.25,2.42,6.69
1250158,1307856,0,3.25,2.42,6.69
1250139,344091,0,3.25,2.42,6.69
1250166,425000,0,3.25,2.42,6.69
1250188,1275000,0,3.25,2.42,6.69
1250180,2325000,0,3.25,2.42,6.69
1250274,1200000,0,3.25,2.42,6.69
1250291,1350000,0,3.25,2.42,6.69
1250312,725000,0,3.25,2.42,6.69
1250313,600000,0,3.25,2.42,6.69
1250380,720000,0,3.25,2.42,6.69
1250396,440000,0,3.25,2.42,6.69
1250377,975000,0,3.25,2.42,6.69
1250417,1695000,0,3.25,2.42,6.69
1250372,1575000,0,3.25,2.42,6.69
1250327,997686,0,3.25,2.42,6.69
1250413,725000,0,3.25,2.42,6.69
1250347,1350000,0,3.25,2.42,6.69
1250350,1400000,0,3.25,2.42,6.69
1250409,470000,0,3.25,2.42,6.69
1250345,1078000,0,3.25,2.42,6.69
1250378,1257500,0,3.25,2.42,6.69
1250392,1083300,0,3.25,2.42,6.69
1250435,575000,0,3.25,2.42,6.69
1250451,398000,0,3.25,2.42,6.69
1250513,550000,0,3.25,2.42,6.69
1250568,440000,0,3.25,2.42,6.69
1250481,675000,0,3.25,2.42,6.69
1250494,1040000,0,3.25,2.42,6.69
1250533,2198000,0,3.25,2.42,6.69
1250550,1340000,0,3.25,2.42,6.69
1250720,2150000,0,3.25,2.42,6.69
1250625,1150000,0,3.25,2.42,6.69
1250705,775000,0,3.25,2.42,6.69
1250698,5000000,0,3.25,2.42,6.69
1250612,634372,0,3.25,2.42,6.69
1250650,894999,0,3.25,2.42,6.69
1250669,2400000,0,3.25,2.42,6.69
1250601,1402880,0,3.25,2.42,6.69
1250731,1100000,0,3.25,2.42,6.69
1250774,272000,0,3.25,2.42,6.69
1250808,740000,0,3.25,2.42,6.69
1250855,1950000,0,3.25,2.42,6.69
1250895,2480000,0,3.25,2.42,6.69
1250934,2225000,0,3.25,2.42,6.69
1250902,825000,0,3.25,2.42,6.69
1250868,1150000,0,3.25,2.42,6.69
1250838,810000,0,3.25,2.42,6.69
1250901,825000,0,3.25,2.42,6.69
1250824,605000,0,3.25,2.42,6.69
1251037,493000,0,3.25,2.42,6.69
1251022,1365000,0,3.25,2.42,6.69
1251025,1650000,0,3.25,2.42,6.69
1250972,1650000,0,3.25,2.42,6.69
1251162,500778,0,3.25,2.42,6.69
1251148,747940,0,3.25,2.42,6.69
1251092,1915000,0,3.25,2.42,6.69
1251152,655000,0,3.25,2.42,6.69
1251103,900000,0,3.25,2.42,6.69
1251102,875000,0,3.25,2.42,6.69
1251151,395000,0,3.25,2.42,6.69
1251083,474205,0,3.25,2.42,6.69
1251079,425000,0,3.25,2.42,6.69
1251305,1850000,0,3.25,2.42,6.69
1251254,425000,0,3.25,2.42,6.69
1251267,2306595,0,3.25,2.42,6.69
1251246,3362000,0,3.25,2.42,6.69
1251199,1070000,0,3.25,2.42,6.69
1251256,918000,0,3.25,2.42,6.69
1251206,351000,0,3.25,2.42,6.69
1251237,920000,0,3.25,2.42,6.69
1251412,575000,0,3.25,2.42,6.69
1251371,1549000,0,3.25,2.42,6.69
1251338,1875000,0,3.25,2.42,6.69
1251317,1900000,0,3.25,2.42,6.69
1251394,254099,0,3.25,2.42,6.69
1251389,1660000,0,3.25,2.42,6.69
1251320,475000,0,3.25,2.42,6.69
1251374,630000,0,3.25,2.42,6.69
1251528,990000,0,3.25,2.42,6.69
1251529,1050000,0,3.25,2.42,6.69
1251517,1503990,0,3.25,2.42,6.69
1251618,615000,0,3.25,2.42,6.69
1251601,1223492,0,3.25,2.42,6.69
1251636,2116000,0,3.25,2.42,6.69
1251593,620000,0,3.25,2.42,6.69
1251588,1030000,0,3.25,2.42,6.69
1251633,8000000,0,3.25,2.42,6.69
1251582,2025000,0,3.25,2.42,6.69
1251565,1265200,0,3.25,2.42,6.69
1251573,1070000,0,3.25,2.42,6.69
1251541,892060,0,3.25,2.42,6.69
1251659,303000,0,3.25,2.42,6.69
1251673,650000,0,3.25,2.42,6.69
1251742,365000,0,3.25,2.42,6.69
1251739,1140000,0,3.25,2.42,6.69
1251714,1440000,0,3.25,2.42,6.69
1251711,440000,0,3.25,2.42,6.69
1251696,1225000,0,3.25,2.42,6.69
1251729,600000,0,3.25,2.42,6.69
1251826,1360300,0,3.25,2.42,6.69
1251788,1137710,0,3.25,2.42,6.69
1251855,1795000,0,3.25,2.42,6.69
1251820,435000,0,3.25,2.42,6.69
1251765,500000,0,3.25,2.42,6.69
1251917,8958425,0,3.25,2.42,6.69
1251944,382368,0,3.25,2.42,6.69
1251952,610000,0,3.25,2.42,6.69
1251892,1325000,0,3.25,2.42,6.69
1251940,480000,0,3.25,2.42,6.69
1252038,300000,0,3.25,2.42,6.69
1252044,1115000,0,3.25,2.42,6.69
1252080,731000,0,3.25,2.42,6.69
1252097,1645969,0,3.25,2.42,6.69
1252123,1775000,0,3.25,2.42,6.69
1252103,445000,0,3.25,2.42,6.69
1252115,421000,0,3.25,2.42,6.69
1252130,2135000,0,3.25,2.42,6.69
1252225,830000,0,3.25,2.42,6.69
1252142,1945000,0,3.25,2.42,6.69
1252197,710000,0,3.25,2.42,6.69
1252163,995000,0,3.25,2.42,6.69
1252189,750000,0,3.25,2.42,6.69
1252217,345000,0,3.25,2.42,6.69
1252213,1390000,0,3.25,2.42,6.69
1252330,3400000,0,3.25,2.42,6.69
1252254,995000,0,3.25,2.42,6.69
1252272,998000,0,3.25,2.42,6.69
1252306,1020000,0,3.25,2.42,6.69
1252274,1195000,0,3.25,2.42,6.69
1252293,675000,0,3.25,2.42,6.69
1252251,847098,0,3.25,2.42,6.69
1252294,668000,0,3.25,2.42,6.69
1252447,2200000,0,3.25,2.42,6.69
1252380,1560000,0,3.25,2.42,6.69
1252467,1440000,0,3.25,2.42,6.69
1252451,902000,0,3.25,2.42,6.69
1252394,1571542,0,3.25,2.42,6.69
1252390,2165400,0,3.25,2.42,6.69
1252371,1025000,0,3.25,2.42,6.69
1252387,1024000,0,3.25,2.42,6.69
1252395,1571542,0,3.25,2.42,6.69
1252566,1375000,0,3.25,2.42,6.69
1252544,2200000,0,3.25,2.42,6.69
1252545,1250000,0,3.25,2.42,6.69
1252516,435000,0,3.25,2.42,6.69
1252650,1024965,0,3.25,2.42,6.69
1252692,723000,0,3.25,2.42,6.69
1252638,1500000,0,3.25,2.42,6.69
1252600,4114942,0,3.25,2.42,6.69
1252697,290000,0,3.25,2.42,6.69
1252679,982500,0,3.25,2.42,6.69
1252674,1675000,0,3.25,2.42,6.69
1252700,1835000,0,3.25,2.42,6.69
1252724,2530087,0,3.25,2.42,6.69
1252777,1125000,0,3.25,2.42,6.69
1252811,950000,0,3.25,2.42,6.69
1252795,4010620,0,3.25,2.42,6.69
1252785,800000,0,3.25,2.42,6.69
1252840,650000,0,3.25,2.42,6.69
1252818,1470000,0,3.25,2.42,6.69
1252815,1800000,0,3.25,2.42,6.69
1252784,1425000,0,3.25,2.42,6.69
1252848,666457,0,3.25,2.42,6.69
1252802,695000,0,3.25,2.42,6.69
1252786,866010,0,3.25,2.42,6.69
1252875,650000,0,3.25,2.42,6.69
1252865,775000,0,3.25,2.42,6.69
1252938,290000,0,3.25,2.42,6.69
1252923,1317500,0,3.25,2.42,6.69
1252904,2600000,0,3.25,2.42,6.69
1253022,550000,0,3.25,2.42,6.69
1253012,385000,0,3.25,2.42,6.69
